,Ratings,Full_review
4812,4,Value for money Good performance Battery is good 6000mAh Bt charger was 18W.  Nice product value for money
4813,4,Its amazing❤❤❤......selfie 🎥 is amazing....but back camera is not really very good.....its not performed like a 48mp camera....... But all over its good
4814,5,Mobile is very nice. Battery backup is so nice and very good performance. It looks good. It is a budget mobile
4815,5,Excellent
4816,4,Nice phone worth for Money
4817,5,Very nice
4818,5,Nice product
4819,4,Redmi 9 power is nyc 1. camera good 2.battery best 3. display good
4820,5,Value for Money. Very good performance
4821,5,Nice product
4822,2,Poor camera compare to my old phone redmi 7A
4823,5,This mobile is amazing
4824,5,This product is very good in this price only front camera not clear.
4825,5,Very nice. .thanku flipkart for 1st delivery ... ❣️❣️🤗🤗
4826,5,Nice product
4827,4,Good Job Flipkart Boy Fast Delivery
4828,5,Good
4829,5,Awasome Looks... Valueable for money.
4830,4,Very good
4831,5,Good
4832,5,"Very good product, nice camera.."
4833,5,Nice camera
4834,5,Nice.
4835,2,Front camera is so bad!😕
4836,5,Very nice👍👍
4837,4,Nice
4838,5,SUPER PHONe
4839,1,The phone is getting hanged and heated
4840,3,Bad experience! MIUI is annoying. This phone fails to play FHD 60fps video while the same is smoothly playing in Realme C3!  Camera: Fair Display:: GOOD Performance: BAD (due to MIUI) Battery: Average Design and Build: GOOD  Thank You FLIPKART for the Fast Delivery
4841,5,Ok
4842,1,This is worst don't buy My experience for redmi 9 power Worst front camera this is only have 2 megapixel camera quality And back camera also not good Display brightness not satisfied because same price micromax in 1 mobile display brightness is superb My mobile total waste of my money don't buy this mobile
4843,1,"Bad Signal strength for wifi and bluetooth. If we sit just to the wifi router, it will show full signal strength. If you go just 5 meter away the signal strength will become very poor."
4844,1,Camera is bad guys and procecer also bad don't buy this buy Motorola it's better than this product
4845,4,"Camera quality is very poor. I have Vivo mobile whose back camere is 48MP same as this one has but there is a huge difference between the quality of camera, other than this in this price mobile is very good"
4846,5,Nice phones👍👍 Valu of 💰💸
4847,5,Best phone in the budget... all the features of this phone are excellent..Nice battery backup... Worth it... loved this phone.
4848,5,Gud Product
4849,5,Good mobile
4850,5,Nice product
4851,3,Vary slow charging
4852,4,Display 4/5 Battery 4/5 Camera 3.5/5 Finger print 3/5 Sound 4/5 Performance 4/5 Looking 5/5 Sound 4.5/5 Overall average phone.
4853,5,awsm
4854,1,very bad performance
4855,4,Low quality display
4856,3,Good
4857,1,I heartly recommend to you that please don't purchase this mobile. Worst experience ever 😪😪😫😢😭😭
4858,1,"Box was fullly black strains,"
4859,3,Front camera is very bad👎 Display brightness issue Battery backup is good 👍 Overall performance is good
4860,1,"Everything is fine, but camera quality is very bad, in today's time, such a bad camera is not a phone"
4861,2,Very Very bad Camara quality and very slow charging Phone display picture quality not clear sometimes phone is heng problem I am first time purchase Redmi phone very disappointed..
4862,5,Very good quality bettery parfomance is very good👍 fast charging saport. Camera is better. Sound quality is very good stereo speakers system.
4863,1,"After 1 year of use,facing some issues... 1. Mobile get automatically power off. 2. Mobile get switch off while rebooting 3.Switch Press button is not working. 4 Mobile get switched off even though full charge.  Such causes is happening while phone switched off for 5 hours.  **Utterly disappointed in this product. Plse"
4864,1,Horrible after 13 months it stops working i don't know what to do now
4865,1,Worst mobile and service
4866,1,This is waste product Using after some time so many issues
4867,1,This phone suddenly dead.Phone got switched off and still won't turn on. It's not even a year now😡😡😡😡😡
4868,1,Very bad phone It is automatically dead in 1 year It doesn't open When I take this phone to care Care person say mother board damage
4869,1,My phone is not turning on after the reboot
4870,1,Mobile Wass 1year ded Mobile mother board
4871,1,Total waist of money....don't bye!!!!!
4872,1,This product not even completed 1year and now suddenly display stopped working and local enquiry told us ICU problem but we didn't made any physical damage
4873,1,Poor Camera
4874,4,"This price betterthan others, batery good.. .. Camera average good.....totally this phone price worth.... Gaming performence just okey......."
4875,5,Very good performance....velue for money... camera is ok... very good performance
4876,2,After using this phone for almost more than 6 months I would suggest everyone... Please just don't buy this phone. It has every issues. Very poor network connection... Poor power backup... Call drops... And top of it hangs quite often. Stuck on MIUI logo while restart. Worst phone I had ever used.
4877,5,Very nice fone but front camera 📸 not good👎
4878,5,Best phone in budget 👍
4879,3,Camera quality is very poor. Performance and display are average as per price it's ok. Battery is good. Don't buy for camera. Camera is like 2 mega pixel.
4880,1,This mobile is totally worst. don't buy redmi mobiles
4881,4,Super mobile nice
4882,5,Nice Phone 📱
4883,3,Mobile is good but it's charger is getting heated after few charged mobile phone. Overall mobile is working well. It's picture quality is excellent. Insort camera 📷 is superb.
4884,5,Very nice
4885,5,Battery is not much expected. 4.5/5 Front camera is very poor Back camera id good Speakers are perfect Good display
4886,5,Good professor and battery backup
4887,3,"Good choice at this price range , battery and performance is very good , camera slightly weak but at this rate it's a good ,fast charger is plus point"
4888,5,Redmi 9 Power work perfectly has expected.
4889,5,"Nice phone,battery is very powerfull"
4890,2,"Owing to its processor, it lags sometimes while using youtube It's working is slow, takes time to open any app(like truecaller, google, n every social media app) It's battery 🔋 backup is awesome 🔥, camera quality is too good, But it starts lagging within 15 days after purchasing May be these information helps 🧒 you Thanq🙏🙏"
4891,5,Good but not best
4892,5,super phone it is good thanks for flipkart
4893,3,Camara quality not good.. Exchange offer given to me company but not taking my mobile (my old mobile phone working super condition )...
4894,5,Low rate Best smart phone i like this is profomance and smuthly sound quality 4 star
4895,5,Best phone in this price point😊
4896,5,This phone is very good. Most important price of value.
4897,4,Good product in valuable price...👍👍
4898,5,Superb quality product 👌👌👌
4899,5,"Worth of money, thank u flipkart, delivery also came before the date, nice mobile,"
4900,5,Super camera and the batter was have 6days iam using But the charging was not decrease thanks for flipkart and redmi realme and redmi eas nice
4901,5,Really so nice product ☺
4902,5,"great product, good for idle use, daily use"
4903,5,Good product
4904,5,In this price range the phone is perfect but here only cons is that the processor is not enough or good in this process segment you can go through other realme phone in this price segment
4905,5,Nice mobile phone I am happy thanks Flipkart
4906,5,"One of the best mobile... performance, Quality, worth of money overall good product"
4907,5,Nice Cemra picture Good Price phone
4908,5,Bast phone's
4909,4,Nice phone
4910,3,Very perfact
4911,5,Good product very nice mobile
4912,5,"Very nice pic and mobile, selfie comera"
4913,4,"super model and good features , value for money"
4914,5,"Mi 9 Power. Best mobile in low price, good camera,best battery life,"
4915,5,"Redmi 9 Power💪💪 Camera Excellent, Battery Backup Super uper, Performance Excellent, Display FHD Excellent. Thank you🙏💕 mi india🇮🇳"
4916,3,Camera very poor
4917,5,Performance is good but battery is not as long as 6000mah
4918,5,"Good performance and battery backup, thank you redmi."
4919,3,Back camera is very poor and touch is working very slow apart from this very good in battery🔋
4920,5,Best phone in this price range. Got delivered on time. Display and battery best. Camera not so good.
4921,5,Best mobile💯💯💯Awesome camera😍😍😍
4922,5,Good luking
4923,5,Super
4924,5,Veery nice thanku flipkart
4925,5,Aswom .Best phone in this price
4926,5,Very good product
4927,4,Good
4928,5,Awesome mobile.... Thanks for flipkart to honest and safe delivery
4929,5,Very useful product
4930,3,"Back camara is good, but front camara is worst."
4931,5,Best phone But camera quality is not bad Battery back up is too good Worth for money. Must be recommended.
4932,5,Nish mobile
4933,5,Nice Mobile
4934,4,Not bad
4935,5,nice
4936,5,Nice
4937,1,Nice phone and it's design is super .i liked it
4938,5,Super
4939,1,battery performance verry poor
4940,5,Overall this phone is value for money for not so heavy use. Camera is good for normal photography Processor in this range is good Display is also good Battery is 6000 but it drains fast Blue Color is good in looks Good buy between 9-10K
4941,5,Normal camera
4942,1,"Very disappointed in purchase of this phone📱While mobile charging time mobile or charger heat 🔥 in dangerously, I think mobile burst in anytime. Please don't buy this phone because your money is not your enemy. So I'm not recommend to buy this Denger phone.🙄"
4943,1,Camera results is weak
4944,5,Supper good mobile phone
4945,5,Very low amout mbl good
4946,1,"Cheap quality phone, By going through the specifications I thought this is the best in this price, but it's feel is very cheap, even if you drop from 3 feet it won't survive.. Budget segment is bought by poor people, who survive in the harsh conditions Believe me this phone won't survive for long Could have opted for moto g10, for better quality of product"
4947,1,I got brack screen phone 1st time then I replace then I got scandhand phone from flipcart phone was opened already bad experience And harassed by flipcart 3 technical person finally got solution from 4 th person
4948,4,very nice mobile
4949,4,Good product
4950,4,Battery backup on good camera features amazing so I will look good
4951,4,"At this price range it looks great.. Selfie camera could've been better imo. Battery life is great, descent rear camera..A Good deal it is."
4952,5,Best camera
4953,5,Great Mobile. Design and Colour is too good.
4954,2,Battery life is good . With 6000mah you can go with charging for 3-4 days.Camera quality is very poor . Front camera is worst.
4955,2,Bad quality camera n hanging product
4956,5,Super phone
4957,5,I like it
4958,4,Awesome piece
4959,1,"Never purchase this model, worst camera performance photos are very poor quality. No replacement for this model. Waste of money Waste Waste. Flipkart cheated me"
4960,4,The camera was poor overall the product was good
4961,1,Its a trap...  Front camera is worst.. Video call quality is very very poor.. I can't believe redmi provide such a bad front camera in this era of video call...   You can't refund or return...
4962,5,Nice product.
4963,5,Good phone average price
4964,1,Very bad like charging complaint And very poor camera quality
4965,1,Front camera is Very bed. And mobaile hiting problam.
4966,5,After brought this product . I was thinking buy a another better product for this range. But it s ok for this range
4967,5,Super
4968,5,Up
4969,5,Camera is descent Sound quality is very good Display is good Performance is very good
4970,5,Camer is not good performance is slow don't buy west of money
4971,5,Your product is too good .
4972,1,Battery backup very bad
4973,5,Awasome pic
4974,3,Camera quality is very bad.. If you want a good camera📷📷 phone is low price then this is not for you.. Plz don't buy this if you want a good camera.. Camera quality just disappointed you very much.. Otherwise it is ok..
4975,5,Super mobile
4976,4,It's a nice👍👏 deal 👍👍
4977,4,Pictures in low light and selfi camera is not good. Other wise it is a good budget phone
4978,5,Nice camera outside
4979,5,Good product
4980,5,Good product 👍👍
4981,4,It's good one and Very nice . Worth product.
4982,2,Very poor camara quality. Very disappointed😞with redmi first time.
4983,5,Excellent product. Loved it. Superb performance. Great camera.
4984,4,"Big battery, good display, good performance, good camera, value for the money"
4985,5,Superb mobile Display is good Performance is excellent 💯 Camera is good
4986,5,Best phone value for money love it
4987,5,Super display and game play
4988,4,Delivery little bit late... Otherwise the product quality is very good.. Camera quality and battery backup also ok..
4989,3,"Fast delivery,,, Mobile is ok"
4990,2,Mobile is not good because mobile hanging and slow.
4991,5,It is a good products
4992,1,Charging is no fast charging
4993,5,Amazing camera and battery backup is great
4994,5,Good phone for low budget 👍👍
4995,1,Camera quality is bad
4996,3,Good
4997,5,Super product
4998,5,Very good 👍
4999,5,Good it's battery life is very long and charging time is good 100 minute me fully charged it is also a gaming phone
5000,3,All ok but camera quality is low.
5001,4,"Good for nothing product,absolutely hanging while browsing,playback videos ,any apps can't open a kind of black screen comes and system is stopped more than 10 minutes. Very slow ,absolutely disappointing.what is the processor of the mobile?android version?even android 1 phone could be done better than this this..only a wastage and losing money.can I exchange with other phone?"
5002,3,Okay
5003,5,Nice
5004,1,Exactly after one year and one week my phone motherboard complaint   I never used any other brand charger And my place is well maintained electric wiring  It' was shocking for me I buy phone for my parents Realme and Redmi  This Redmi was ok but without any reason suddenly stopped working.  The other realme showing good performance till now  After exact warranty time ... That make me sad and angry
5005,1,After 1 year this phone motherboard totaly damaged automatically . very poor quality
5006,1,After one year completed motherbaord is not working
5007,1,Waste of money...only 10 months life of mobile phone
5008,1,WORST MOBILE EVER
5009,1,My mobile is not powar off not powar on
5010,1,Camera quality is very bad
5011,1,Not good work After 1 year
5012,1,Very bad product..
5013,3,Worst mobile I ever seen in my life
5014,1,Phone is dead
5015,1,Very bad quality products
5016,1,Worst product it's my experience on this product
5017,1,Mother board got complaint in 10 day😑😑😑
5018,1,Wifi and Bluetooth range is very bad. Rest is ok.
5019,1,Worst product... If it got switched off mother-board needs to be changed...
5020,1,Worst mobile model of redme......so sad not working well.....
5021,2,"After 8 months and update version 12.5.7.0, device hang problem.  Don't buy this"
5022,5,Bast
5023,5,Awesome Camera quality is superb👌👌
5024,2,Wifi problem
5025,1,This phone has huge network fluctuation issues. Even it is not supporting Wi-Fi properly.
5026,4,"All things are good.it is good mobile with good fast charger,good battery,with side fingerprint scanner. But little diappointed by front camera and speakers are not as loud as i expected loudness with sterio speakers.reat all things are nice in this phone"
5027,4,Very nice looking very good battery backup
5028,5,Nice Compatible Mobile with Good price range
5029,3,Good luck
5030,5,Amazing product
5031,5,Good
5032,5,Good
5033,4,Phone is out standing battery backup is also good value for money
5034,4,Value of money
5035,5,Good performance at this price
5036,5,Thank you flipkart for replacing my mobile and give me a new mobile. But it's front camera is not so good but rear camera is too good. In this budget it's all features are superb. Thanks flipkart.
5037,4,Very nice battery backup decent camera
5038,5,Best phone at this price. But front camera would be better
5039,4,Phone is best look best disine best bettery but henging the phone and heating phone
5040,5,Very good phone And good battery
5041,5,Best in this price range
5042,1,Worth of money...
5043,4,Battery is good. Rest is ok ok
5044,3,Great phone and value of money 💰.....❤️
5045,5,"Like mobile very much, worth it with such low price"
5046,4,Average phone with average features but good value for money.
5047,5,Good product.battery backup very nice but camara low
5048,3,Wrost camera
5049,5,Wonderful products
5050,4,Good product value for money..mi should improve the display but overall in 10k budget its good..you won't regret.
5051,1,Fingerprint sensor performance as good as not better? Selfie camera is very bad quality----
5052,4,Nice mobile... battery life & backup is very good. Camera quality is normal but better others brands.
5053,1,Camera is very bad
5054,5,"Perfect phone the way I wanted , battery performance , camera & sound is awesome"
5055,5,Excellent mobile budget friendly too gud camera
5056,5,"Value for money, at this budget"
5057,5,Super camera 📷
5058,1,Very bad camera... Worst of money..
5059,5,Under 12000k best phone value for money
5060,4,The mobile performance is superb and delivery was also on time value for money Big display double speaker good battery backup but camera is not that much as redmi present.
5061,5,Very nice phone and value for money Purchase faster
5062,5,Value for money.not too bad not to best.
5063,5,Best in this budget It's display and performance is best for. Gaming type
5064,4,"Battery backup better than same segment mobiles, front camera average and back camera good, performance good, speed Better, display amazing, value for money good, average user can buy without any hesitation. Overall Good mobile under 10K."
5065,5,Best Lowest Price Smart Phone within Rs.10500
5066,5,"Superb quality, camera very good, excellent product, Thank you Flipkart."
5067,3,Good product. Camera is good.
5068,5,Thanks flipkart. value of money..
5069,5,Value. For money superbb big Billion sale ..thinks to flipkart 🌟🌟🌟🌟🌟🌟
5070,4,One star less because of front camera not that good. Other things are good and it's value for money
5071,5,Very good.. Value for money
5072,3,As must reasonable price
5073,4,"Value for money, best in class"
5074,5,Very nice product and very good price
5075,4,Great phone affordable price
5076,5,Camera is ok but
5077,5,Fast delivery and good paking Supb phone and camera I love this And also flipkart supb
5078,5,"Battery is long lasting.Display is very good.Sound also very good.camera is average.But after installing gcam,image quality is very good."
5079,5,One of the best budget phone available at this price point...
5080,4,"This product is a value for money,"
5081,4,Value for money
5082,5,Using since last few months and satisfied with performance. Battery backup is superb and also camera and sound quality is superb. Best value for money
5083,5,Worth for money it's best one!🥳
5084,5,Nice phone worth of money
5085,5,Worth for money
5086,5,Very good phone and good value for money
5087,5,Value for money
5088,4,value for money
5089,5,Night camera mode very nice but after click its taking 5-10 sec loading. Bettry very nice. Lowest price
5090,4,Value for Money In low Budget go with Redmi 9 Power
5091,5,Best deal
5092,4,Value for money
5093,5,Nice phone in this great price
5094,5,Owesome phone for student.
5095,4,Quality product good price
5096,1,Don't buy this phone battery performance is good but phone are not working fast as n this range many phones are available
5097,5,It awesome quality and nice performance also game.
5098,4,Nice
5099,4,Very nice
5100,5,"Awesome smartphone in this price range. Display is good. Processor (SoC) is good. Fingerprint sensor is working perfectly. Camera quality is very poor when taken out of the box. But there is a system update. Update it then the camera quality will become excellent. I didn't even tried played any heavy games, so I'm not able to say it. But normal apps and casual games are working perfectly. Overall good perfomance."
5101,3,Value for money 💸💸 Best cameras Nice profomens Big display. Biggest battery 🔋🔋
5102,5,Nice
5103,5,Very beautiful picture collety ✌
5104,5,"Awesome phone. Camera is also good and rest other features are bang on. Giant battery. Full day usage can last upto 2 days Or more. I used the phone extremely rigourously in the first 7 days to check any falut and so that i can replace as well. That 7 days needed 3 times charging which is awesome. I intentionally used the battery through playing games, opening maps, video streaming apps and 20+ chrome pages, bluetooth and location on and 15+ app opened all simultaneously. The full batery las..."
5105,4,Nice good product
5106,4,Nice phone battery capacity good camera also good
5107,3,Pros:1.Good battery 2.Good processor Cons:1.Display brightness 2.poor camera
5108,5,This have a massive battery. Do you looking for a massive gaming this is not better choice. But you can have game like pes in standard quality.overrall value for money.
5109,1,Acroding to price the product was very poor.came is not good.and i purchase very log time from Flipkart but there return policy is on this product not seen.I am Totally disappointed . other websites is far batter than there return policy
5110,5,Average performance
5111,1,Daily facing signal and network issues..same network sim we can use orther mobile it's working Good.
5112,3,Camera quality very poor. Other features upto the mark
5113,2,Phone Started hanging only after a month of use. I don't recommend this anymore
5114,5,Nice product love it
5115,1,When I use this phone it's feature is not god
5116,1,Worst phone complete waste of money. With in a month half of my mobile display turned into black colour and touch stopped working. When I went to near mi store they said display must replaced(cost for it is 5000) Actually mobile price is 11000
5117,1,"Very unlucky to have this smartphone. As in this 5 months after purchasing it got big problem from it's sensor Actually, when calling someone or receiving someones call it's screen gets off and even you cannot disconnect that call Also,,,Got serviced from Brand authorised sevice centre But the problem continues. I think they provided me a second hand defective smartphone..."
5118,4,Good for money. Performance is avarege
5119,3,Facing heating issue at time of charging
5120,4,Everything ok but only one problem is heating during charging & gaming
5121,5,Very nice phone.
5122,5,Nice
5123,5,Good product
5124,1,Mobile is. Better and all the part better then battery backup is poor.
5125,5,Good
5126,4,Supar
5127,5,Nice phone📱
5128,5,Super phone this price according
5129,5,Nice phone All 5 🌟🌟🌟🌟🌟
5130,4,Good
5131,5,"very nice phone , big screen, easy to handle, red colour is awesome 👍"
5132,4,Products is nice for budget allrounder touch performance is ok bettery backup is best day 2 day use I am not playing game 2 days bettery backup Easley
5133,2,Camera not good as per description... Overall good
5134,1,Hated it display is blinking since 1st day. After 15 days still there is no replacement. Flipkart also not taking issue seriously tech visit still pending from 10 days. Very disappointed infinix or micromax is best option and not expensive also.
5135,4,"Don't buy this phone, why waste money when you can get the similar phone poco M3 at 500 lesser than this. Overall phone is too good camera is not so awesome, just okay types. Performance is best, battery backup is good, There's 22.5W charger to juice it up rapidly."
5136,5,All good Camera is porr
5137,5,Very good phone but camera is not good
5138,4,Battry is too good but camera is not real 48mp
5139,5,Superb mobile. But camera quality is avarage
5140,1,Poor quality of Camera
5141,4,Cemra note gods
5142,1,Camara quality is very poor
5143,2,Camera quality is not good overall product is ok
5144,1,"It doesn't support auto call recording ,it' notify opposite person that ur call has been recorded"
5145,5,Camera performances are not good. Need to be much more improvement. I bought for my mom. She loved it.
5146,1,no battary backup 6000ah cheeeeting
5147,5,Go for it
5148,1,I am not satisfied with these rubish one....
5149,3,Slow System
5150,1,Really disappointed 😞😞😞😞 with the product and the service camera is really bad don't buy this phone
5151,3,Redmi
5152,5,Magnificent and splendid
5153,5,Goood product very nice
5154,5,"Super mobile but it is not gaming mobile. But i played free fire, pubg, call of duty but not lag Buy this mobile . Super mobile"
5155,5,"Nice mobile, best mobile"
5156,5,Best smartphone according to market price
5157,5,Product will nice one
5158,5,Osm
5159,5,Nice quality this phone.
5160,5,Good
5161,5,Good
5162,4,Good
5163,5,Very good
5164,4,Best
5165,5,Nice
5166,1,Front camera is worst
5167,5,Nice phone with attractive image i am satisfied
5168,5,Good in price range
5169,2,Front camera very bad
5170,5,It is a nice phone
5171,5,Nice qulity
5172,5,Very good performance
5173,1,Battery charging very slow.. it take 3 to 4 hrs for charging.. battery capacity very pathetic...
5174,5,Nice
5175,5,Fine
5176,5,good product
5177,5,Goodgood
5178,5,It's a good phone at this price range with a fast charging charger and a 6000 smh battery I would suggest u to buy this phone
5179,5,Best Colette
5180,5,Average
5181,5,NICE PRODUCT OVERALL GREAT PERFORMANC
5182,5,Best price nice product thank you flipkart
5183,5,Good dilevry
5184,5,Real power phone in lowest price ...value for money also
5185,4,Good phone but camera is average
5186,1,No good camera
5187,5,Very good Quality Camera best in the Range
5188,3,Charging performance is low
5189,5,Exelent camera
5190,3,I do face issues with wifi connectivity. The device just keeps on disconnecting on its on and also have range issue once connected Even if the wifi router is near the device it shows low range.
5191,4,First of all you can not expect more features what it is providing. Absolutely value for money. Still expected better camera.
5192,1,"Every time exchange office is displaying but not picking the same at the time of delivery, Old mobile is OK and IMEI no is displaying, screen was OK. but in rejection remark mentioned by delivery boy was "" Product Mis matched""."
5193,2,Do not buy this phone otherwise you will waste your money.
5194,4,Good
5195,5,Awesome cameras 😍
5196,1,The mobile camera very sad
5197,5,Good
5198,1,Bad quality camera
5199,3,Nice product
5200,3,Nothing new it's another clone of some previous redmi mobile. Except look and feel
5201,5,Awesome
5202,5,Good
5203,5,Everything is batter for this smartphone
5204,5,Very nice redmi 9 power wonderful smartphone
5205,4,Good .
5206,5,Ok
5207,5,Redmi 9 power best phone amazing camera and performance... I am using this phone I loved it
5208,5,Nice 👍phone📱
5209,3,Value for money
5210,5,Good. looking attractive. Nice performance. Nohang. Battery pick up super
5211,3,Mid range batter phone
5212,5,Nice
5213,5,Very Good Mobil
5214,4,Front camera quality is poor.
5215,5,Good product value for money 💰 Flipkart is trusted platform
5216,5,Nice phone at this price... Camera should be better... Otherwise a great mobile.
5217,5,Good performance
5218,3,I was using redmi note 5 before i buy redmi 9 power. The quality of camera is not upto mark. I felt even some lower priced and previous versions of redmi gives better camera output. The light from flashlight is lesser than note 5. Power of wifi receiver is very less and i find difficulty in receiving signal when i am not so close to the wifi modem. Even my 2016 model phone picks wifi signals better than redmi power.
5219,1,Hitting problum
5220,2,Camera quality very poor Its not clear photos
5221,4,Not Good Camera in Phone ? .. Not Good Battery in Phone ? ... But Display is Good?
5222,4,Good Battery performance is very slow
5223,5,Superb ........ ??????
5224,3,Best but front camera not good Battery is not good Like use in 1month but battery perfarmence is not good .internal many problem Wifi network catch only 10 meter destance
5225,5,Nice mid rang phone
5226,5,The phone is good and camera is not so good that I have expected
5227,5,CAMERA IS BAD OVERALL ALL GOOD
5228,5,Everything is good but front camera is very bad
5229,5,Good products but camra not good
5230,1,Automatic working
5231,4,I am writing this review after using two weeks. Camera is good. Battery backup is also good. Backup is giving for two days. Overall in this price mobile is very good.
5232,5,Good
5233,5,Very nyc moblie
5234,5,Very nice
5235,4,Superb
5236,3,Front camera is worst and back camera is decent
5237,5,Awsome
5238,2,Camera Quality is Very Bad....
5239,4,Perfect for student
5240,5,Best in the phone
5241,5,Nice mobile
5242,5,Nice camera #nice phone
5243,1,No automatically call record in this mobile waste mobile in redmi
5244,1,Very bad camera & battery
5245,5,Nice work ...
5246,4,Ok
5247,5,Value off money 💰 Best performance
5248,1,Very very bad camera
5249,3,Mobile hanging issue
5250,5,Nice product
5251,3,At this price range there are many other(mobile) option are available. Camera 48 mega pixel is just to highlight the customer. It gives the quality as 8 mega pixel. Brightness level is also very low in daylight even after it is full. Battery is Ok but to full charge it takes almost 2 hours 45 minutes.
5252,1,Please don't exchange Mobile on Flipkart they are cheat us
5253,1,After 20 days mobile got hangout
5254,5,Nice product Camera & battery is very good
5255,2,After using this phone I got battery drainage problems I'd comparatively fast . Camera is not good screen is overall good
5256,2,value for money only. if u are looking for avg phone with average speed having 4GB doesn't make any sense. performance is average. Camera quality is worst. If you are looking for a good camera then this choice would be incorrect.
5257,5,The 9 power is amazing budget mobile without compromising necessary features. Battery capacity is the most important one ( stands for 2 days for normal usage ) . UI is also good if you disable the bloatware during initial setup process. Can handle all the daily tasks for a typical user and there is no lag during usage
5258,5,Delivered in just 2 days. Good looking. ✨ Better battery backup. Faster. Worth the money👌 Sd processor is worth with lesser phone heat. Perfect pick for homemaker woman👩
5259,5,Excellent product and awesome performance very use ful must by it
5260,5,Value for money
5261,4,Nice
5262,5,Fantastic delivery at a time thanks flipkart
5263,3,"Worst camera, photo quality is like captured from 2 mega pixel camera instead of 48 mp, photo quality super worst in low light and on zooming, good display, good battery backup, great stereo speaker, mediocre performance"
5264,5,Nice and supper
5265,5,This is a super Mobile Under 10000 is Most powerful phone like as pubg--bgmi and call of duty
5266,3,Camera good
5267,5,Excellent
5268,5,Nice mobile But slightly late responsive
5269,1,Happy with mobile but totally disappointed with your courier person this was my last order for flipcart
5270,5,Nice
5271,3,It's gud but the camer quality is not do good 😓😓
5272,5,Nice phone
5273,5,Really Value For Money Good Performance Overall Good
5274,5,Awesome phone
5275,5,Excellent
5276,5,"Nice phone,camera is good,"
5277,5,Camera is of Zero use. Display is Good. Processor is so-so. Charging 🔋⚡is fast. Battery 🔋drainage is slow. Average speed of fingerprint sensor.
5278,5,Awesome mobile phone in this range
5279,5,Nice
5280,5,Beitfull pordickt nice
5281,2,Nice phone but camera is not so gud😔
5282,5,Very nice mobile with less price
5283,5,Value for money. Camera not good. Delivered on time..
5284,4,Good product but has very low brightness
5285,4,Good product
5286,4,Excellent for redmi phone and it is processer very fast and it is camera Garigious
5287,4,Nice phone camera bad
5288,4,Good phone with this price range. Excellent battery support. Average cameras. Fast too for small games.
5289,4,Send me my super coins
5290,4,Best camera
5291,3,"Wi fi connection is very poor and slow. Screen brightness is average, set became heated when charging, not upto the mark as value for money."
5292,5,Superb phone in this budget I bought this for my mom and c is happy with the mobile
5293,3,The battery performance is ok but phone is slow in performance and lag oftentimes.
5294,2,"I bought it one week ago and it has already started lagging. Sometimes it gets too much heated. Battery is good. There is a privacy issue. If you want to record someone's call, the phone let him know that you are recording. So it is very much problematic. There are lot of things that can't be done in this phone.  My only advice for them who wants to buy this phone is ""don't buy it. It's not worth it."""
5295,5,Nice
5296,5,Superb phone
5297,5,Very good
5298,4,Super
5299,2,Not satisfied and poor display Camera average battery also poor not 6000 it's like 3000 mah
5300,1,Display quality good Camera is very bad
5301,5,Great phone for that price...
5302,5,Super mobile i never ever saw this mobile
5303,5,Best mobile
5304,2,"Heating Issue problem, camera is not good. I don't like. poor Performance."
5305,2,Second Space is not available which is a drawback of this redmi 9 power and the camera quality is very poor.
5306,5,Good budget mobile
5307,5,Great 👌☺️
5308,5,Really this is good choice at this range. When you are searching for mid budget phone then you can go for it
5309,5,"Excellent phone , value of money 💰"
5310,5,Super
5311,5,Best battery And good gaming 🎮 Good
5312,5,Amazing product with good prices
5313,3,Not Bad but battery packup is not as expected what i feel
5314,4,"Stereo speakers, Long lasting battery and Full HD+ display These combos really work well with this price and you will not feel anything bad for the money spent. Although 48mp Cam not upto the expectation. Value for money for 9999"
5315,3,Ok okay product Battery drains faster and camera zoom quality is worst
5316,1,Heating issue during charging time
5317,3,While charging over heating device
5318,5,"Loved it for the price... it serves the needs well. Picked for my mom, who is a YouTube, fb & whatsapp video call user primarily. Good Audio, screen and battery backup were the prime needs and it addressed well."
5319,5,Very good redmi 9 power
5320,5,Best product very fast delivery in covid-19 Lockdown
5321,5,Value for money
5322,5,"I m using this phone since 15 day looks good performance But one thing is issue for me front camera light isn, t available"
5323,4,Stylish looking...I loved it
5324,5,Osam
5325,5,Product is best
5326,4,Camera is good.
5327,5,Nice phone in this budget ..amazing
5328,5,"Redmi 9 power is very very best mobile Camera , battery and display awesome I satisfied this product"
5329,4,Every thing is perfect but the flashlight is not good
5330,4,Overall it is a good smartphone and worth for money. But the front camera is really disappointing. Otherwise its awesome.
5331,5,Good product
5332,5,Awesome phone
5333,5,Best Phone. Camera Qualify is Excellent. Battery Backup is also good.
5334,5,awesome
5335,4,"Thanks to Flipkart for quick & smooth delivery even in hard time, A cheap & best mobile from redmi big screen size, with gorilla glass 3 protection, huge 6k battery, processor is just ok, fast charging with type c is extra punch, camera not upto the mark as 48 mp quad setup, overall best choice in this price range."
5336,5,Super Phone at this price Overall everything is best 1-Camera 2-Battery 3-Performance 4-Display All are best at this price You should buy this if you thinging of mobile at this price.
5337,5,Very good products cheap and best price on mobile on other mobile
5338,4,NICE PHONE
5339,2,Phone is extremely heated when charging time
5340,5,According to money nice product in this ranage
